city,country,description,location,State,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video/Visual Evidence,Haunted Places Date,Haunted Places Witness Count,Time of Day,Apparition Type,Event Type,Deaths per Year,Average Potential Life Years Lost per Death,"Deaths per 10,000 Adults",Percentage of Adults who Binge Drink 1+ Times per Month,Median Drinks per Binge,Top 25% Drinks per Binge,Median Binge per Month,Top 25% Binge per Month,Increase in Alcohol Deaths per Capita from 2015 to 2019,Male Proportion of Deaths,Percent Deaths from Chronic Causes,Percent Deaths from Acute Causes,Percent Deaths 35+,Percent Deaths under 21,Years of Life Lost per Year,Taxpayer Cost in 2010 (billions),Inflation Adjusted Cost to 2022 (billions),Inflation Adjusted Per Drink (2022),avg_violent_crime,avg_murder_manslaughter,avg_property_crime,avg_temp_rank,avg_precip_rank,precip_category,"Top_6_Primary_Substances (Per 100,000)","Alcohol (Per 100,000)","Heroin (Per 100,000)","Methamphetamine (Per 100,000)","Other Opiates/Synthetics (Per 100,000)","Marijuana/Hashish (Per 100,000)","Cocaine (Per 100,000)",daylight_hours,Filename,Caption,Detected Objects_x,Entity Labels,Entity Texts,GeoTopic Name,GeoTopic Latitude,GeoTopic Longitude,Detected Objects_y
Pittsburgh,United States,"Allegheny Center, Building #7 - It has a documented high turnover for students living there, which some say is due to a ""bad vibe"" the building gives off. It had several incidents of strange phenomenon ranging from cold spots, knocking/rapping, poltergeist like activity, and even visual sightings. The energy's also seem to not be concentrated in just one place, and move freely around the building. Wide majorities of people have reported experiences while living there. A student radio show around Halloween did a segment about the building, and it had several call-ins about strange occurrences at ""Agony #7"" (a student nickname given to the building). Many skeptics blame the activity on student recreational drug use, pranks, and people blowing easily explained occurrences out of proportion. But many skeptics have become believers.",North shore/Northside,Pennsylvania,PA,-80.01296789999999,40.4467069,-79.9958864,40.44062479999999,True,True,2025/01/01,6,Unknown,"Ghost (Male, student)",Supernatural,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,Allegheny_Center__Building__7___It_has_a_documente.png,a large building with a clock on the front of it .,"library (0.67), window screen (0.08), window shade (0.07), palace (0.04), flagpole, flagstaff (0.03)","['GPE', 'CARDINAL', 'DATE', 'WORK_OF_ART']","['Allegheny Center', 'one', 'Halloween', 'Agony #7']",,,,"library (0.67), window screen (0.08), window shade (0.07), palace (0.04), flagpole, flagstaff (0.03)"
Pittsburgh,United States,This used to be a supermarket in the 80's and a woman was shot in the face with a shotgun while shopping. Children have seen a headless woman walking inside the building,"North Side Childcare, North Ave",Pennsylvania,PA,-80.0050617,40.4559875,-79.9958864,40.44062479999999,False,True,2025/01/01,1,Unknown,Unknown (Male),Murder,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,This_used_to_be_a_supermarket_in_the_80_s_and_a_wo.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)",['DATE'],['80'],,,,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Pittsburgh,United States,unknown spirits haunted this building.,Pittsburgh Playhouse,Pennsylvania,PA,-79.96275,40.4363853,-79.9958864,40.44062479999999,False,False,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,unknown_spirits_haunted_this_building_.png,a black and white photo of a building with a clock .,"library (0.38), palace (0.14), window screen (0.07), prison, prison house (0.05), window shade (0.05)",,,,,,"library (0.38), palace (0.14), window screen (0.07), prison, prison house (0.05), window shade (0.05)"
Pittsburgh,United States,Hankey Church Cemetery - Rumors are to be believed that if the gates on the front entrance of the cemetery are closed that the spirits are kept in. If there opened then this means that the spirits are wondering,Plum,Pennsylvania,PA,-79.925344,40.4596533,-79.9958864,40.44062479999999,False,False,2025/05/13,0,Unknown,Ghost (Male),Supernatural,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,Hankey_Church_Cemetery___Rumors_are_to_be_believed.png,a row of wooden benches sitting next to each other .,"picket fence, paling (0.41), worm fence, snake fence, snake-rail fence, Virginia fence (0.38), pedestal, plinth, footstall (0.02)",,,Village of Plum City,44.63375,-92.19191,"picket fence, paling (0.41), worm fence, snake fence, snake-rail fence, Virginia fence (0.38), pedestal, plinth, footstall (0.02)"
Pittsburgh,United States,Lawrence Hall -  A student at living in Lawrence Hall on the 10th floor was said to be smoking a cigarette in her room and fell asleep with the cigarette left lit by her side. The room caught on fire trapping her in her room and killing her. Workers at the college cleaned and repainted the room. A new student moved in and 2 weeks the walls turned chard as if nobody ever painted them. Every year the walls are repainted and they continuously turn chard again. The room is no longer used.,Point Park College,Pennsylvania,PA,-80.0012691,40.43850279999999,-79.9958864,40.44062479999999,False,True,2021/03/13,0,Unknown,"Unknown (Male, student)",Accident,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,Lawrence_Hall____A_student_at_living_in_Lawrence_H.png,a tall building with a clock on it .,"palace (0.27), fountain (0.13), library (0.04), analog clock (0.03), obelisk (0.03)","['PERSON', 'FAC', 'ORDINAL', 'DATE', 'DATE']","['Lawrence Hall -  ', 'Lawrence Hall', '10th', '2 weeks', 'Every year']",,,,"palace (0.27), fountain (0.13), library (0.04), analog clock (0.03), obelisk (0.03)"
Pittsburgh,United States,"For years, city police and the homeless have reported an array of night specters down here ranging from shapeless mists, coonskin frontiersmen, Indians and even George Washington.",Point State Park,Pennsylvania,PA,-80.0096409,40.4415031,-79.9958864,40.44062479999999,False,False,2036/03/13,1,Night,Ghost (Male),Supernatural,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,For_years__city_police_and_the_homeless_have_repor.png,a black and white photo of a city street,"tricycle, trike, velocipede (0.24), moped (0.07), park bench (0.06), unicycle, monocycle (0.06), shopping cart (0.06)","['DATE', 'NORP', 'PERSON']","['years', 'Indians', 'George Washington']",Dead Horse Point State Park,38.50582,-109.73317,"tricycle, trike, velocipede (0.24), moped (0.07), park bench (0.06), unicycle, monocycle (0.06), shopping cart (0.06)"
Pittsburgh,United States,"The Basement of ""old Main"" is said to be haunted by slaves, as it was a part of the Underground Railroad. Employees have been said to hear voices and moans. Lights go on and off and doors slam by themselves. Many unexplained happenings","""Old Main"" Administration Building- Duquesne University",Pennsylvania,PA,-79.9901728,40.4372949,-79.9958864,40.44062479999999,True,False,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,The_Basement_of__old_Main__is_said_to_be_haunted_b.png,a black and white photo of a fire hydrant .,"prison, prison house (0.86), vault (0.07)","['PERSON', 'ORG', 'NORP']","['Main', 'the Underground Railroad', 'moans']",Mecklenburg-Western Pomerania,53.83333,12.5,"prison, prison house (0.86), vault (0.07)"
Pittsburgh,United States,"A nun that lived in the convent there many years ago had died and her ghost is said to walk the hall of the third floor of the main school building after school hours. Most of the people who have claimed to have seen her are ones who stay after for extracurricular activities. She has no face so she is known as the faceless nun. When she is seen, she is walking down the hall with her head bowed down and her hands folded as if she is praying. Every year, incoming freshmen within their first two weeks of classes are told the story of the faceless nun. Some don't believe it, yet a lot of students, past and present, as well as teachers, have claimed to see her.",Our Lady of the Sacred Heart High School,Pennsylvania,PA,-80.1565514,40.50220470000001,-79.9958864,40.44062479999999,False,True,2025/01/01,6,Unknown,"Ghost (Male, nun)",Death,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,A_nun_that_lived_in_the_convent_there_many_years_a.png,a man standing in a bathroom next to a toilet .,"vestment (0.71), cloak (0.15)","['DATE', 'ORDINAL', 'DATE', 'DATE']","['many years ago', 'third', 'Every year', 'their first two weeks']",,,,"vestment (0.71), cloak (0.15)"
Pittsburgh,United States,"The basement of the club is the original basement of an old farmhouse in which a man hung himself. The ghost was exorcised years ago, but there have still been sightings of the small man and many strange noises.",Rolling Hills Country Club,Pennsylvania,PA,-80.10195619999999,40.276962,-79.9958864,40.44062479999999,True,False,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,The_basement_of_the_club_is_the_original_basement.png,a black and white photo of a room with a window,"prison, prison house (0.93), vault (0.04)",['DATE'],['exorcised years ago'],Rolling Hills Country Club Estates,32.20119,-110.81203,"prison, prison house (0.93), vault (0.04)"
Pittsburgh,United States,"This place is said to be haunted by 2 ghosts. On of which is Sarah Heinz who is what this building is named after, staff members said to have heard footsteps and saw flickering lights...and every so often they would hear very fait voices during the night. The other ghost is f a boy who died while playing basket ball in the gym, he was up on the balcony above the gym and was looking over into the gym and he accidentally fell, members and staff claimed to still hear a basketball bouncing even though there is nobody in the gym.",Sarah Heinz House Boys and Girls Club,Pennsylvania,PA,-79.993256,40.454777,-79.9958864,40.44062479999999,True,True,2025/01/01,1,Night,Ghost (Male),Accident,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,This_place_is_said_to_be_haunted_by_2_ghosts__On_o.png,a black and white photo of a city street,"shopping cart (0.31), bannister, banister, balustrade, balusters, handrail (0.24), prison, prison house (0.21)","['CARDINAL', 'PERSON', 'TIME']","['2', 'Sarah Heinz', 'the night']",,,,"shopping cart (0.31), bannister, banister, balustrade, balusters, handrail (0.24), prison, prison house (0.21)"
Pittsburgh,United States,Captain Shields haunts his former home.,Shields House,Pennsylvania,PA,,,-79.9958864,40.44062479999999,False,False,2025/01/01,0,Unknown,Other (Male),Unknown,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,Captain_Shields_haunts_his_former_home_.png,a man standing in front of a window with a dog .,"vault (0.07), theater curtain, theatre curtain (0.05), throne (0.04), sax, saxophone (0.02), cello, violoncello (0.02)",['PERSON'],['Shields'],,,,"vault (0.07), theater curtain, theatre curtain (0.05), throne (0.04), sax, saxophone (0.02), cello, violoncello (0.02)"
Pittsburgh,United States,"- December 2005 Correction/Additional Information: No longer exists - after Heinz Field and PNC Park were built. - December 2005 Correction/Additional Information: No longer exists, but a replica has been built among the office buildings. Famous sport stadium home of the Pittsburgh Steelers. Supposed victim and fan was set on fire and hung and is said to haunt any road team that ventures into Pittsburgh. - September 2005 Update: has been torn down & made into a new parking lot for for the new Heinz Stadium.",Three Rivers Stadium,Pennsylvania,PA,-80.0120913,40.4470344,-79.9958864,40.44062479999999,False,False,1909/03/13,0,Unknown,Other (Male),Accident,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,__December_2005_Correction_Additional_Information_.png,a group of people sitting on top of a lush green field .,"scoreboard (0.58), prayer rug, prayer mat (0.04), doormat, welcome mat (0.04), maze, labyrinth (0.03), ballplayer, baseball player (0.02)","['ORG', 'FAC', 'LOC', 'DATE', 'ORG', 'ORG', 'GPE', 'FAC']","['Correction/Additional Information:', 'Heinz Field', 'PNC Park', 'December 2005', 'Correction/Additional Information:', 'the Pittsburgh Steelers', 'Pittsburgh', 'Heinz Stadium']",Pittsburgh,40.44062,-79.99589,"scoreboard (0.58), prayer rug, prayer mat (0.04), doormat, welcome mat (0.04), maze, labyrinth (0.03), ballplayer, baseball player (0.02)"
Pittsburgh,United States,201 Bruce Hall -  a dorm on the University Pittsburgh Campus is also supposed to be haunted. -  November 2003 update: the story on the sight said that room 201 was haunted..it was actually found that the 12th floor of bruce hall was haunted..it was the former sight of the schenley hotel..and story has it that the wife and mistress of the owner committed suicide on the 12th floor. the 12th floor is no longer used for housing purposes and is simply office space. Odd happenings have been reported. At times the elevator in Bruce Hall will take you to the 12th floor no matter what floor # you press..sometimes it wont let you go back down for a few minutes.,University Pittsburgh,Pennsylvania,PA,-79.960835,40.4443533,-79.9958864,40.44062479999999,False,False,0132/03/13,1,Unknown,Ghost (Male),Suicide,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,201_Bruce_Hall____a_dorm_on_the_University_Pittsbu.png,a large building with a clock on it .,"prison, prison house (0.19), monastery (0.13), palace (0.11), barn (0.08), library (0.06)","['CARDINAL', 'PERSON', 'ORG', 'DATE', 'CARDINAL', 'ORDINAL', 'PERSON', 'DATE', 'ORDINAL', 'PERSON', 'ORDINAL', 'TIME']","['201', 'Bruce Hall -  ', 'the University Pittsburgh Campus', 'November 2003', '201', '12th', 'bruce hall', 'the 12th', '12th', 'Bruce Hall', '12th', 'a few minutes']",,,,"prison, prison house (0.19), monastery (0.13), palace (0.11), barn (0.08), library (0.06)"
Pittsburgh,United States,"George Washington almost drowned in the icy Allegheny river here. His spirit haunts the eastern end of the island, sometimes on horseback.",Washington’s Landing (Herr’s Island),Pennsylvania,PA,-79.9773187,40.4644031,-79.9958864,40.44062479999999,False,False,2025/01/01,0,Unknown,Ghost (Male),Accident,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,George_Washington_almost_drowned_in_the_icy_Allegh.png,a group of people standing on top of a lush green field .,"book jacket, dust cover, dust jacket, dust wrapper (0.08), cliff, drop, drop-off (0.05), Arabian camel, dromedary, Camelus dromedarius (0.03), lakeside, lakeshore (0.03), groenendael (0.02)","['PERSON', 'LOC']","['George Washington', 'Allegheny']",,,,"book jacket, dust cover, dust jacket, dust wrapper (0.08), cliff, drop, drop-off (0.05), Arabian camel, dromedary, Camelus dromedarius (0.03), lakeside, lakeshore (0.03), groenendael (0.02)"
Pittsburgh,United States,"The unused 22nd and 23rd floor are haunted. Was a female dormitory for a while early in the century. There was a murder in there. Night watchman report, gusts of cold wind, (windows not open), feeling the presents of people watching and unusual sounds of laughter and feet shuffling.",William Penn Hotel,Pennsylvania,PA,-79.99684429999999,40.4407149,-79.9958864,40.44062479999999,True,False,2025/03/23,0,Night,Ghost (Male),Murder,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,The_unused_22nd_and_23rd_floor_are_haunted__Was_a.png,a clock tower in the middle of a city .,"library (0.13), pier (0.13), traffic light, traffic signal, stoplight (0.05), bannister, banister, balustrade, balusters, handrail (0.04), cab, hack, taxi, taxicab (0.04)","['ORDINAL', 'DATE', 'PERSON']","['23rd', 'the century', 'watchman']",,,,"library (0.13), pier (0.13), traffic light, traffic signal, stoplight (0.05), bannister, banister, balustrade, balusters, handrail (0.04), cab, hack, taxi, taxicab (0.04)"
Pittston,United States,"Road where woman and child were killed on their way to a hospital. Said to be haunted by the mother. 18 Streetlights are on this road, however there are constantly 11 out, but never the same 11.",Suscon Road,Pennsylvania,PA,-75.7047461,41.2822869,-75.78936039999999,41.3259134,False,False,2025/03/18,0,Unknown,Ghost (Male),Murder,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,Road_where_woman_and_child_were_killed_on_their_wa.png,a person riding a bike down a street .,"flagpole, flagstaff (0.48), pole (0.35)","['CARDINAL', 'CARDINAL', 'CARDINAL']","['18', '11', '11']",,,,"flagpole, flagstaff (0.48), pole (0.35)"
Plum,United States,"There is a cemetery on Hanky Church Road that is haunted. Visitors of this cemetery have reported dozens of strange events. Feelings of weightlessness, numbness, possessions, headstones and trees that glow, and cloud-like apparitions are just a few. There is also a gravestone shaped like a tree trunk that is believed to be the center of activity.",Hanky Church Road,Pennsylvania,PA,-79.6920477,40.5058454,-79.7494911,40.5003456,False,False,2025/01/01,1,Unknown,Ghost (Male),Supernatural,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0,11.83,There_is_a_cemetery_on_Hanky_Church_Road_that_is_h.png,a black and white photo of a park bench,"fountain (0.27), megalith, megalithic structure (0.17), obelisk (0.10), park bench (0.05), castle (0.04)","['ORG', 'CARDINAL']","['Hanky Church Road', 'dozens']",,,,"fountain (0.27), megalith, megalithic structure (0.17), obelisk (0.10), park bench (0.05), castle (0.04)"
